Gmt time,Open,High,Low,Close,Volume
02.01.2006 00:00:00.000,1.55532,1.55566,1.55510,1.55543,75852.19720000001
02.01.2006 04:00:00.000,1.55541,1.55566,1.55509,1.55544,75950.5
02.01.2006 08:00:00.000,1.55544,1.55568,1.55509,1.55553,68718
02.01.2006 12:00:00.000,1.55553,1.55570,1.55513,1.55553,67887.4004
02.01.2006 16:00:00.000,1.55551,1.55571,1.55514,1.55550,284511.1015
02.01.2006 20:00:00.000,1.55548,1.55566,1.55222,1.55424,69978.1006
03.01.2006 00:00:00.000,1.55426,1.55484,1.55285,1.55438,55803.2998
03.01.2006 04:00:00.000,1.55440,1.55522,1.55394,1.55471,54658.0996
03.01.2006 08:00:00.000,1.55474,1.55513,1.55215,1.55333,67138.6992
03.01.2006 12:00:00.000,1.55323,1.55397,1.54988,1.55033,65457.1992
03.01.2006 16:00:00.000,1.55065,1.55198,1.54919,1.55020,288663.6992
03.01.2006 20:00:00.000,1.55012,1.55126,1.54888,1.55007,71280.79980000001
04.01.2006 00:00:00.000,1.55020,1.55141,1.54960,1.55080,55093.7002
04.01.2006 04:00:00.000,1.55078,1.55225,1.55068,1.55134,55529.2998
04.01.2006 08:00:00.000,1.55137,1.55263,1.55052,1.55091,66677.5
04.01.2006 12:00:00.000,1.55086,1.55121,1.54732,1.54808,65066.5996
04.01.2006 16:00:00.000,1.54838,1.54879,1.54575,1.54633,283241.4961
04.01.2006 20:00:00.000,1.54656,1.54715,1.54556,1.54633,67988.79980000001
05.01.2006 00:00:00.000,1.54644,1.54753,1.54566,1.54700,55560.2998
05.01.2006 04:00:00.000,1.54710,1.54832,1.54678,1.54727,56140.4004
05.01.2006 08:00:00.000,1.54737,1.54913,1.54706,1.54752,65637.3008
05.01.2006 12:00:00.000,1.54750,1.54769,1.54400,1.54538,65027.20020000001
05.01.2006 16:00:00.000,1.54550,1.54590,1.54393,1.54417,284533.1016
05.01.2006 20:00:00.000,1.54417,1.54541,1.54384,1.54500,67381.2012
06.01.2006 00:00:00.000,1.54510,1.54555,1.54454,1.54500,52653.9004
06.01.2006 04:00:00.000,1.54500,1.54572,1.54463,1.54528,52773.701199999996
06.01.2006 08:00:00.000,1.54534,1.54583,1.54455,1.54562,65186.4004
06.01.2006 12:00:00.000,1.54573,1.54582,1.54071,1.54206,67193.5996
06.01.2006 16:00:00.000,1.54212,1.54323,1.54083,1.54276,282219.9023
06.01.2006 20:00:00.000,1.54290,1.54335,1.54221,1.54308,38311.5
07.01.2006 00:00:00.000,1.54308,1.54308,1.54308,1.54308,0
07.01.2006 04:00:00.000,1.54308,1.54308,1.54308,1.54308,0
07.01.2006 08:00:00.000,1.54308,1.54308,1.54308,1.54308,0
07.01.2006 12:00:00.000,1.54308,1.54308,1.54308,1.54308,0
07.01.2006 16:00:00.000,1.54308,1.54308,1.54308,1.54308,0
07.01.2006 20:00:00.000,1.54308,1.54308,1.54308,1.54308,0
08.01.2006 00:00:00.000,1.54308,1.54308,1.54308,1.54308,0
08.01.2006 04:00:00.000,1.54308,1.54308,1.54308,1.54308,0
08.01.2006 08:00:00.000,1.54308,1.54308,1.54308,1.54308,0
08.01.2006 12:00:00.000,1.54308,1.54308,1.54308,1.54308,0
08.01.2006 16:00:00.000,1.54308,1.54308,1.54308,1.54308,0
08.01.2006 20:00:00.000,1.54308,1.54357,1.54220,1.54306,31495.6992
09.01.2006 00:00:00.000,1.54321,1.54354,1.54172,1.54240,52877.900400000006
09.01.2006 04:00:00.000,1.54240,1.54297,1.54094,1.54218,56066.5996
09.01.2006 08:00:00.000,1.54222,1.54287,1.54123,1.54223,66709.7988
09.01.2006 12:00:00.000,1.54228,1.54312,1.54135,1.54259,65622
09.01.2006 16:00:00.000,1.54270,1.54340,1.54159,1.54170,285203.7969
09.01.2006 20:00:00.000,1.54162,1.54238,1.54084,1.54205,70076
10.01.2006 00:00:00.000,1.54213,1.54233,1.54133,1.54190,51847.7998
10.01.2006 04:00:00.000,1.54190,1.54276,1.54135,1.54254,55815.4004
10.01.2006 08:00:00.000,1.54241,1.54432,1.54141,1.54333,63743.001000000004
10.01.2006 12:00:00.000,1.54334,1.54507,1.54301,1.54425,63404.1006
10.01.2006 16:00:00.000,1.54423,1.54573,1.54397,1.54447,284076.8984
10.01.2006 20:00:00.000,1.54450,1.54493,1.54365,1.54444,68141.60059999999
11.01.2006 00:00:00.000,1.54455,1.54548,1.54394,1.54520,52345.7002
11.01.2006 04:00:00.000,1.54530,1.54564,1.54456,1.54511,56028.5
11.01.2006 08:00:00.000,1.54520,1.54763,1.54483,1.54731,66865.50099999999
11.01.2006 12:00:00.000,1.54732,1.54775,1.54631,1.54677,65628.00200000001
11.01.2006 16:00:00.000,1.54670,1.54690,1.54367,1.54569,285012.8984
11.01.2006 20:00:00.000,1.54551,1.54717,1.54545,1.54625,70450.6992
12.01.2006 00:00:00.000,1.54626,1.54773,1.54599,1.54749,55805.2998
12.01.2006 04:00:00.000,1.54748,1.54768,1.54670,1.54727,56129.6992
12.01.2006 08:00:00.000,1.54723,1.54936,1.54690,1.54808,64386.900400000006
12.01.2006 12:00:00.000,1.54813,1.54854,1.54626,1.54732,65617.3994
12.01.2006 16:00:00.000,1.54699,1.54825,1.54606,1.54698,283573.09760000004
12.01.2006 20:00:00.000,1.54696,1.54739,1.54608,1.54712,68509.4004
13.01.2006 00:00:00.000,1.54702,1.54778,1.54675,1.54740,51587.5996
13.01.2006 04:00:00.000,1.54750,1.54798,1.54690,1.54771,55249.7002
13.01.2006 08:00:00.000,1.54762,1.54796,1.54671,1.54753,65447.3994
13.01.2006 12:00:00.000,1.54759,1.54961,1.54716,1.54922,65352.9004
13.01.2006 16:00:00.000,1.54934,1.55023,1.54848,1.54872,281839.40239999996
13.01.2006 20:00:00.000,1.54860,1.55020,1.54816,1.54995,39718.3008
14.01.2006 00:00:00.000,1.54995,1.54995,1.54995,1.54995,0
14.01.2006 04:00:00.000,1.54995,1.54995,1.54995,1.54995,0
14.01.2006 08:00:00.000,1.54995,1.54995,1.54995,1.54995,0
14.01.2006 12:00:00.000,1.54995,1.54995,1.54995,1.54995,0
14.01.2006 16:00:00.000,1.54995,1.54995,1.54995,1.54995,0
14.01.2006 20:00:00.000,1.54995,1.54995,1.54995,1.54995,0
15.01.2006 00:00:00.000,1.54995,1.54995,1.54995,1.54995,0
15.01.2006 04:00:00.000,1.54995,1.54995,1.54995,1.54995,0
15.01.2006 08:00:00.000,1.54995,1.54995,1.54995,1.54995,0
15.01.2006 12:00:00.000,1.54995,1.54995,1.54995,1.54995,0
